Name,Address,Latitude,Longitude,Rating,User Ratings Total,Income,Density
Key Food Supermarkets,"4365 Broadway, New York",40.8540139,-73.9340528,3.8,636,"$54,717 ",8370.925110132159
PIONEER Supermarkets Bronx - Jerome Ave,"2262 Jerome Avenue, The Bronx",40.8582929,-73.90355679999999,3.9,308,"$34,894 ",3037.914691943128
bp,"1862 Webster Avenue, The Bronx",40.8469723,-73.90105369999999,4.0,20,"$15,398 ",1973.1753554502368
bp,"2350 Jerome Avenue, The Bronx",40.8599274,-73.9026129,3.9,49,"$34,894 ",3037.914691943128
Food Dynasty Supermarkets,"24 West Fordham Road, The Bronx",40.8625965,-73.9026362,4.1,399,"$34,894 ",3037.914691943128
bp,"824 Allerton Avenue, The Bronx",40.865246,-73.8622058,4.0,41,"$57,394 ",2683.2227488151657
Pioneer Supermarkets,"3035 White Plains Road, The Bronx",40.8703727,-73.8673874,3.4,200,"$57,394 ",2683.2227488151657
Fine Fare Supermarkets,"3550 White Plains Road, The Bronx",40.87829310000001,-73.8654813,3.8,251,"$61,528 ",3610.0473933649287
Fine Fare Supermarkets,"320 East Gun Hill Road, The Bronx",40.87874929999999,-73.8738281,3.9,679,"$37,648 ",3300.6161137440754
CTown Supermarkets,"30 East 198th Street, The Bronx",40.870683,-73.8922827,3.9,441,"$37,648 ",3300.6161137440754
bp,"601 East Fordham Road, The Bronx",40.85862729999999,-73.88492210000001,4.0,150,"$37,648 ",3300.6161137440754
United Grocery,"838 East 180th Street, The Bronx",40.8456057,-73.8839692,5.0,2,"$15,398 ",1973.1753554502368
bp,"4068 Third Avenue, The Bronx",40.8433793,-73.8975888,3.7,51,"$15,398 ",1973.1753554502368
Pioneer Supermarkets of Fordham Manor,"2400 Ryer Avenue, The Bronx",40.85986709999999,-73.897575,3.8,356,"$34,894 ",3037.914691943128
City Fresh Market,"2477 Valentine Avenue, The Bronx",40.8616438,-73.8963416,4.1,171,"$37,648 ",3300.6161137440754
Cherry Valley Marketplace,"421 East 189th Street, The Bronx",40.8604501,-73.8918013,4.0,751,"$37,648 ",3300.6161137440754
CTown Supermarkets,"1761 Southern Boulevard, The Bronx",40.8375743,-73.8880179,3.5,191,"$15,398 ",1973.1753554502368
Food Universe Marketplace,"312 East 194th Street, The Bronx",40.8643607,-73.8918893,3.8,176,"$37,648 ",3300.6161137440754
CTown Supermarkets,"5249 Broadway, New York",40.87580869999999,-73.9086986,3.7,309,"$34,894 ",3037.914691943128
Cherry Valley Marketplace,"2852 Webster Avenue, The Bronx",40.8665953,-73.8837593,4.0,1427,"$37,648 ",3300.6161137440754
Alsadi meat halal/ محلات السعدي,"1883 White Plains Road, The Bronx",40.8471532,-73.867025,4.4,224,"$57,394 ",2683.2227488151657
bp,"3059 Webster Avenue, The Bronx",40.87047,-73.87862799999999,3.1,18,"$37,648 ",3300.6161137440754
Food Choice Market,"2244 White Plains Road, The Bronx",40.85868599999999,-73.867218,4.0,593,"$57,394 ",2683.2227488151657
Battaglias Market,"2503 Eastchester Road, Pelham Gardens",40.8629224,-73.84372119999999,4.4,240,"$61,528 ",3610.0473933649287
Foodtown of Allerton Avenue,"1000 Allerton Avenue, The Bronx",40.8652229,-73.85849759999999,4.1,954,"$57,394 ",2683.2227488151657
Food Universe Marketplace,"119 Einstein Loop North, The Bronx",40.8646013,-73.82210309999999,3.5,95,"$61,528 ",3610.0473933649287
Monte Grab & Go Market,"1790 Eastchester Road, The Bronx",40.848881,-73.8447789,4.1,437,"$57,394 ",2683.2227488151657
Big Deal Foodtown,"1018 Morris Park Avenue, The Bronx",40.8482476,-73.8555179,4.3,868,"$57,394 ",2683.2227488151657
Pruzzo's,"2937 Westchester Avenue, The Bronx",40.8468568,-73.8327903,4.4,927,"$39,322 ",4082.890995260663
ALDI,"1750 East Gun Hill Road Suite B, The Bronx",40.8632091,-73.8349915,4.3,4115,"$61,528 ",3610.0473933649287
Foodtown of Boston Road,"3471 Boston Road, The Bronx",40.8767747,-73.8477078,4.1,1035,"$61,528 ",3610.0473933649287
Fine Fare Supermarkets,"3315 White Plains Road, The Bronx",40.8736229,-73.8673019,4.0,287,"$61,528 ",3610.0473933649287
bp,"641 East Gun Hill Road, The Bronx",40.87797,-73.86759169999999,3.5,13,"$61,528 ",3610.0473933649287
Food Universe Marketplace,"111 Dreiser Loop, The Bronx",40.8768272,-73.8289108,3.6,118,"$61,528 ",3610.0473933649287
CTown Supermarkets,"3970 Laconia Avenue, The Bronx",40.88397070000001,-73.84908709999999,3.7,316,"$61,528 ",3610.0473933649287
Foodtown of White Plains,"3734 White Plains Road, The Bronx",40.882318,-73.863063,4.1,708,"$61,528 ",3610.0473933649287
Associated Supermarkets of Edenwald,"4141 Laconia Avenue, The Bronx",40.8882658,-73.84710179999999,3.9,430,"$61,528 ",3610.0473933649287
SY Grace West Indian Supermarket,"4018b Boston Road, The Bronx",40.88386129999999,-73.8318808,4.4,844,"$61,528 ",3610.0473933649287
Western Beef Supermarket,"1564 Southern Boulevard, The Bronx",40.8351484,-73.8886204,4.0,556,"$15,398 ",1973.1753554502368
Key Food Supermarkets,"3515 Jerome Avenue, The Bronx",40.8824642,-73.8819932,3.6,623,"$37,648 ",3300.6161137440754
Fine Fare Supermarkets,"1199 East 233rd Street, The Bronx",40.88946320000001,-73.8436203,4.0,558,"$61,528 ",3610.0473933649287
ShopRite of Pelham Parkway,"847 Pelham Parkway, Pelham",40.8917584,-73.82057019999999,4.3,4419,"$61,528 ",3610.0473933649287
Key Food Supermarkets,"3151 Westchester Avenue, The Bronx",40.8504111,-73.83046390000001,4.2,1571,"$39,322 ",4082.890995260663
Key Food Supermarkets,"2722 East Tremont Avenue, The Bronx",40.842222,-73.84534529999999,3.9,390,"$39,322 ",4082.890995260663
CTown Supermarkets,"385 City Island Avenue, The Bronx",40.849233,-73.7875751,4.3,81,"$57,007 ",2852.890995260663
Food Universe Marketplace,"2061 Bartow Avenue, The Bronx",40.87061080000001,-73.8284029,3.8,192,"$61,528 ",3610.0473933649287
CO-OP CITY AFRICAN MARKET Inc.,"2829 Edson Avenue, The Bronx",40.8686239,-73.83377709999999,4.4,249,"$61,528 ",3610.0473933649287
Antillana SuperFood Marketplace,"2750 East Tremont Avenue, The Bronx",40.8419829,-73.8444184,5.0,1,"$39,322 ",4082.890995260663
Zerega Bazar - Al Aqsa Halal Meat 3 | Supermarket in Bronx,"2409 Westchester Avenue, The Bronx",40.8374272,-73.8462643,4.0,36,"$39,322 ",4082.890995260663
FINE FARE SUPERMARKETS,"3040 Eastchester Road, The Bronx",40.8703823,-73.8428665,4.2,26,"$61,528 ",3610.0473933649287
bp,"3804 Boston Road, The Bronx",40.881189,-73.838301,3.1,11,"$61,528 ",3610.0473933649287
Amoco,"4090 Boston Road, The Bronx",40.8856,-73.82809,,0,"$61,528 ",3610.0473933649287
ADI's Supermarket,"1375 Castle Hill Avenue, The Bronx",40.8357355,-73.8524607,3.7,6,"$39,322 ",4082.890995260663
Grameen Bazaar,"2169 Starling Avenue, The Bronx",40.83642899999999,-73.8529089,4.7,6,"$39,322 ",4082.890995260663
Hasan Super Market,"2165 Starling Avenue, The Bronx",40.8363671,-73.8530439,4.9,30,"$39,322 ",4082.890995260663
Palm Tree Marketplace,"3717 Boston Road, The Bronx",40.8806672,-73.8411272,4.2,1808,"$61,528 ",3610.0473933649287
Amoco,"4394 Boston Post Road, Pelham",40.8908525,-73.81743999999999,4.2,28,"$61,528 ",3610.0473933649287
Ittadi Bazaar Halal Food Market,"2111 Starling Avenue, The Bronx",40.8363041,-73.8546558,3.9,51,"$39,322 ",4082.890995260663
Al Aqsa Halal Meat Supermarket | Bronx,"2109 Starling Avenue, The Bronx",40.8364162,-73.8548169,4.2,651,"$39,322 ",4082.890995260663
Spice Up Supermarket and Halal Food,"1002 Castle Hill Avenue, The Bronx",40.8278298,-73.849897,4.4,38,"$39,322 ",4082.890995260663
Premium Halal Meat & Fish,"1500 Olmstead Avenue, The Bronx",40.8362211,-73.8550302,3.7,48,"$39,322 ",4082.890995260663
KHALIL SUPERMARKET,"1455 Unionport Road, The Bronx",40.8354074,-73.8556579,3.3,23,"$39,322 ",4082.890995260663
Lidl,"840 Pelham Parkway, Pelham",40.8926903,-73.81792080000001,5.0,3,"$61,528 ",3610.0473933649287
Target Grocery,"101 Shore Road, Port Washington",40.8413224,-73.7041746,5.0,4,"$86,731 ",1071.1223551057958
